,PII_HUMAN_H3K4me3,NPII_HUMAN_H3K4me3,PII_MOUSE_H3K4me3,NPII_MOUSE_H3K4me3,PII_HUMAN_H3K9ac,NPII_HUMAN_H3K9ac,PII_MOUSE_H3K9ac,NPII_MOUSE_H3K9ac,PII_HUMAN_H3K27ac,NPII_HUMAN_H3K27ac,PII_MOUSE_H3K27ac,NPII_MOUSE_H3K27ac,PII_HUMAN_H3K27me3,NPII_HUMAN_H3K27me3,PII_MOUSE_H3K27me3,NPII_MOUSE_H3K27me3,PII_HUMAN_H3K9me3,NPII_HUMAN_H3K9me3,PII_MOUSE_H3K9me3,NPII_MOUSE_H3K9me3
KEGG_Synthesis_and_degradation_of_ketone_bodies_Main_Pathway,5.049310145154997,0.8165950954213701,28.644555555555556,19.820783294635028,5.5268365942202395,0.8473359594011187,29.326444444444444,22.3612787894962,6.654216000536236,1.0253558905455362,25.724666666666664,22.573967814433292,3.5488244240118867,0.9012468878731391,25.24677777777778,22.09837341048895,4.295505538625386,1.0376257513500358,17.956888888888887,10.608011867488464
KEGG_Systemic_lupus_erythematosus_Main_Pathway,2.19840984906058,1.856868375750659,12.020277777777777,4.126472820759286,2.9485265296071543,2.123442152072093,9.11738888888889,2.7879176024109076,3.3599073418062346,1.1988505047750793,10.83566666666667,2.9375432064738556,8.614903895647767,1.4298091367588255,31.60066666666667,19.60744570837642,4.886754136609614,1.0170482188822496,15.655666666666669,8.961343746819987
KEGG_TGF_beta_signaling_Main_Pathway,4.722349427713125,0.6704343885957754,23.303968750000006,3.146401968360334,5.536001815428365,0.7523466783263899,29.140765624999997,3.7461060269433086,6.697308029868689,1.0179284306508294,25.971,5.185697077323527,4.181186270655249,0.8313406024342348,20.1769375,13.259362395984787,4.601852488418338,0.9778326644921239,15.090953124999999,10.97700992660179
KEGG_TNF_signaling_Main_Pathway,6.261402847001062,0.771811613327959,28.217396226415094,4.919240773804434,6.779705425506379,0.7638294185978788,30.82001886792453,5.321647257746872,7.572368611147767,0.8792876395107886,33.092301886792455,9.43918936373578,4.680895871861882,1.0355420893971554,18.31433962264151,11.544028362350195,4.7686789453050995,1.059745958760659,14.375264150943396,10.930442417443052
KEGG_T_cell_receptor_signaling_Main_Pathway,4.3459318208850215,0.7764525988728331,27.735235955056183,4.412803091991945,4.901944977897278,0.8143475883694042,29.927752808988767,4.645176929764363,5.716600232176351,0.892640498427692,32.531797752808984,9.32366530600678,4.533978044844476,0.9916528093250143,21.13901123595505,10.840755948560096,4.692318905062557,0.9842939213474591,15.094044943820213,11.299287239107132
KEGG_Taste_transduction_Main_Pathway,2.5604259112805634,0.5712204315300535,21.05684615384615,5.556820903824057,2.5241895337074176,0.6454748083441849,23.20784615384615,4.189886566898865,2.4645856664641843,0.6320869133484045,21.93892307692308,7.965557786783373,4.307739750345676,0.7911336094105134,15.159384615384614,8.171598933519094,3.7279210247602643,0.7769525587945978,11.469000000000001,8.195565181064621
KEGG_Taurine_and_hypotaurine_metabolism_Main_Pathway,2.8212432929192297,0.5846435386572908,15.551636363636364,2.3481450164991133,3.120885551972224,0.7802362822316702,12.726090909090908,1.8162698397252508,3.2300934386617914,0.80200505274568,13.353636363636362,3.79779562900586,5.91301770810351,0.9627926440824859,24.03963636363636,18.86147547414746,4.52237074429393,0.9410509474876608,16.032909090909087,9.99892278646793
KEGG_Terpenoid_backbone_biosynthesis_Main_Pathway,10.476494237370078,0.9699384199075877,38.337599999999995,12.873887442136915,10.222691812685563,0.8929342053462196,37.02305,8.529796823476897,10.164635017230678,0.9326479219332344,28.702549999999995,13.231600431948017,4.538739730293917,1.1520520952753877,19.865549999999995,10.287181253147496,5.429127535965223,1.2765202994688316,16.662949999999995,11.940444498586528
KEGG_Thiamine_metabolism_Main_Pathway,3.293309249168781,0.7752964151372657,18.200333333333333,16.06006235660921,2.4900899488299473,0.8836105889558241,15.818333333333333,12.09475991436436,3.7876315697625347,1.1771834374543118,11.787,8.846885163872907,3.9543062300661376,1.0459612219516432,14.472333333333333,9.535910388754667,5.570735091591579,0.959396124403289,10.082333333333333,6.231355583024309
KEGG_Thyroid_cancer_Main_Pathway,7.29610675671338,1.6287929488541881,45.635533333333335,5.18979165260929,7.135845131540694,1.6142414991346519,54.399133333333324,5.779468677047212,6.772772001268848,1.5227102891068973,53.77399999999999,8.951978877764716,3.2809005826958173,0.7787486792931584,19.557266666666667,11.151408945941938,4.239433344905745,0.9588323496550515,13.579733333333335,11.79110179793232
KEGG_Thyroid_hormone_signaling_Main_Pathway,4.768150497516245,0.9107599498198004,25.0193880597015,3.836416986253842,5.087380076891829,1.008764710515877,26.5876119402985,3.687533509011984,5.322370195279973,1.0124018800019683,20.410417910447762,4.732256003831489,4.824873911067817,0.9822574896918439,21.115820895522376,12.759690216121781,4.745543187117973,0.9569475861573333,15.41283582089552,11.458454696461803
KEGG_Thyroid_hormone_synthesis_Main_Pathway,6.688101534382801,1.2847519290215275,20.299125000000004,3.4778316155802447,7.239752255581024,1.373144405634239,20.043187500000002,3.3956001020720414,8.727367407720898,1.2727394205199427,21.880375000000004,6.910255853522773,5.4281006688197895,0.9387540891558779,22.264437500000007,11.15435316957087,4.096234381751442,0.9018319652490686,15.058999999999996,10.763347866485596
KEGG_Tight_junction_Main_Pathway,5.324913266226914,0.9383112591446955,19.896327586206898,3.631633647748023,5.131416736234789,0.8665058167559422,19.92737931034482,3.4320781184486044,5.270620674738274,0.9024503243635426,17.521189655172414,4.419465882649177,5.115494232581368,0.9479579067068105,23.811896551724153,15.294047946650409,4.667768570550111,0.9742197003406796,15.24608620689655,11.075043444227008
KEGG_Toll_like_receptor_signaling_Main_Pathway,4.381787506079613,0.8349948599263244,32.648014985014974,5.718706722863075,4.752359997860454,0.8536356008439455,35.19557742257742,5.885713348259407,5.624434381338359,0.9570179538514971,36.03687612387612,10.344028305766345,4.9503257234633224,1.0607301878442033,22.11635964035964,11.551529970848383,4.702091200043624,1.0599130207822383,14.552380619380623,10.494547845870137
KEGG_Toxoplasmosis_Main_Pathway,6.245065625391947,0.7747686999970754,38.387281249999994,7.0495242806534675,7.090325488533937,0.8502179356772517,43.923875,8.55975508827017,8.742345071966778,0.9090449887142892,38.75240625000001,12.088499871323965,4.423092352516919,1.0631857578100852,20.823750000000004,11.434317365968171,5.284984576827587,1.076281079239614,16.817218750000002,11.580262268836321
KEGG_Transcriptional_misregulation_in_cancer_Main_Pathway,4.4580498557787545,0.7308258446694311,26.700753086419734,4.791744526964919,4.816531286091162,0.7460038604005995,37.83257407407407,6.126825126265209,5.615637546714889,0.8042278358982208,39.069450617283955,10.947944751482515,4.4559376622234455,0.8001063771573634,21.136759259259264,12.65423654442635,4.113161890873112,0.8704332976888236,14.087450617283952,9.582540561860252
KEGG_Tryptophan_metabolism_Main_Pathway,5.178799026988643,1.2049882611803513,22.517642857142853,3.9944526945864975,4.9114256088241435,1.3304065211293183,19.84317857142857,3.374911619566881,6.052483225122159,1.4180986648248666,25.63935714285714,5.661946682103756,6.105439018688987,1.1856284052854906,25.758357142857136,19.21630378020057,5.803374411450762,1.1921949966776668,16.02214285714286,11.35269734744386
KEGG_Tuberculosis_Main_Pathway,5.069018125625939,0.9446569815974972,33.41556578947368,5.722346276822267,5.119434332554234,0.9363215566484417,30.493894736842105,4.68122513484951,6.074381615777596,0.9640235809257722,32.53705263157895,6.802856807228237,5.33379531274221,1.0183585123384997,21.17434210526315,11.050787958778512,4.933724359985413,1.05513308680479,13.78353947368421,8.924022002755029
KEGG_Type_II_diabetes_mellitus_Main_Pathway,4.358331031291911,0.7742764971396258,12.503200000000001,1.9369940898070472,5.679936339686682,0.993234561233248,11.613499999999998,1.5926313970614452,5.482741643490348,0.9649167226259044,14.270400000000004,3.722852245779625,6.85311060605616,1.282350991370563,16.584,9.557344644164107,5.688594957104945,1.187087758092049,9.7333,7.474447285768039
KEGG_Type_I_diabetes_mellitus_Main_Pathway,2.6496253495604614,0.8310822767091343,27.450130303030296,3.9746744433046985,2.749403579566115,0.9264168141283993,23.853945454545453,3.1462667119646666,3.5796579545785954,0.9541949238522979,26.146418181818188,7.118615541358269,6.174793722939966,0.958459390332043,15.548984848484848,7.579599111039548,5.026626123854649,0.9972051756800865,10.42060606060606,6.602155434414071
KEGG_Tyrosine_metabolism_Main_Pathway,4.21818570484035,1.0860934967459177,17.22625,2.693446292643139,4.376291931272897,1.2632276772444893,19.142083333333332,3.0640079606449615,4.965998551740265,1.0571471319404975,17.240708333333327,3.761800600757855,4.8097034346575125,0.867565696437959,15.839791666666668,10.98678943733003,3.9356499453340237,0.9062192270583275,13.68820833333333,9.406437277915055
KEGG_Ubiquinone_and_other_terpenoid_quinone_biosynthesis_Main_Pathway,11.67619039801974,1.7264170707534316,70.218,56.308414025380394,11.66935712433658,1.5512782314222016,66.88049999999998,55.490976975731165,9.626647499561216,1.0163334110430655,51.0825,43.25542995046361,4.931281936399328,1.4885101713046576,32.09375,12.867481231268854,5.978316605313764,1.6209413305433227,25.431250000000002,14.737841009518567
KEGG_Ubiquitin_mediated_proteolysis_Main_Pathway,6.12613243852505,0.826936110245851,35.67921705426356,5.357502328896389,5.9872373289867475,0.7783874478700398,42.49846511627905,6.119780570733539,6.093746241116162,0.9036784558622252,35.034813953488374,8.26065484029277,4.182427619035814,1.0682102392015869,19.864837209302323,12.882572689829074,4.999745873674789,1.0739837378587251,17.93618604651163,13.848968854652046
KEGG_VEGF_signaling_Main_Pathway,6.030371535697243,1.0672311844453102,21.723830508474574,3.246367135378726,6.969527539733274,1.1532423748587384,21.56247457627118,3.0138560250776787,6.986649627675945,1.2354847011674688,19.151745762711872,4.457754705197999,5.182137996260117,1.057224439860157,23.138440677966102,13.01169955727541,5.093171942082581,1.0626394236074852,13.92940677966102,11.172794357557697
KEGG_Valine_leucine_and_isoleucine_biosynthesis_Main_Pathway,6.22975981992967,1.191117568935158,86.12674999999999,28.728547841024692,6.797665770866539,1.5847775986503927,77.37349999999999,23.94704466848755,5.993167163656336,1.542737630177034,128.693,78.22450499187018,5.592797062578451,1.3233175102841188,47.24225,23.749073131495937,5.934825741737013,1.3838770319217597,30.0995,19.98572424554298
KEGG_Valine_leucine_and_isoleucine_degradation_Main_Pathway,7.531775893998217,1.105955415898151,32.89122222222222,7.4825146543247625,6.564584802056987,1.1652781750090742,31.980755555555557,6.715609678817024,7.103067714478487,1.2987809746614323,32.15215555555555,9.952402947791137,4.77873710234779,1.2047607486904353,22.586533333333335,15.094082398672354,5.419942256468675,1.242810972200629,17.618888888888886,13.00816076075222
KEGG_Vascular_smooth_muscle_contraction_Main_Pathway,4.197146733804584,0.7371808386905118,19.041666666666668,2.6873374072662783,4.8930868558219105,0.7486980125405526,20.060666666666666,2.7742525832006106,5.306065228624779,0.8394252777669876,17.510500000000004,3.473627830548934,4.6613003217243305,1.2294847555476762,18.650333333333332,18.03358473538323,4.692308195193401,1.1917324698230682,12.404833333333334,11.078711559643953
KEGG_Vasopressin_regulated_water_reabsorption_Main_Pathway,4.967433694471646,0.8634483975138503,28.874199999999995,9.036403239738116,5.287374513706065,0.8323434365720779,29.8944,8.30900848567053,6.112380184447803,0.9274185052396487,24.515800000000002,10.873945740714866,4.892064439688362,0.9301683430147738,16.903150000000004,8.218338551897158,3.894127308337647,0.8332037263254722,14.030649999999998,10.02128442201723
KEGG_Vibrio_cholerae_infection_Main_Pathway,3.892204467051686,0.6727529076618147,31.252333333333336,14.269458283024036,3.2325741633794047,0.6280714912782808,27.65811111111111,9.474731942007363,2.849038672216251,0.5978147149410709,18.378,10.063581106980537,3.3751900194692275,0.7288044711185198,19.851,7.343579161973972,3.7583351154545794,0.7074733205592805,16.059555555555555,11.808400258167826
KEGG_Viral_carcinogenesis_Main_Pathway,8.027749446021367,1.0234036813401677,34.758623316062184,6.539914769349805,8.482976684675911,0.9757242117821096,47.74034041450779,8.37700261509555,8.961085405487566,0.9935651995373829,45.19849119170982,10.927385925849778,4.179328862533408,0.9934624612600522,17.76881865284975,11.738475095828722,4.570766976703517,0.9952462395574883,13.571002590673563,9.499140773545706
KEGG_Viral_myocarditis_Main_Pathway,10.449619919999265,1.432058460752525,44.473200000000006,5.218364693679276,8.143599121273624,1.1100765755337763,49.269000000000005,5.5215982140455635,10.08665716289442,1.3309116568284678,45.6904,13.475768014723235,3.867747853407983,1.1399546024147793,12.830599999999999,8.595334753540468,6.143259838385967,1.426432725894263,19.6066,14.979677281339773
KEGG_Vitamin_B6_metabolism_Main_Pathway,12.448249704840492,1.1598719465008493,15.975399999999999,2.8032624068673377,11.784903947504592,1.1787459033723275,15.347399999999999,1.9618054224028834,13.409442786107462,1.474985386533838,22.0512,4.0046782266324765,5.237644690491213,1.3413681096407448,13.5382,6.296134384998884,6.2848299929403435,1.2756932155759366,13.146,12.421573815103184
KEGG_Vitamin_digestion_and_absorption_Main_Pathway,3.621282863611248,1.3470747625433497,28.596818181818186,8.791016850392161,3.6600918250073007,1.5135115271528514,26.10818181818182,7.778763398993763,4.422739904159828,1.3854141574249688,25.82109090909091,8.378352069426294,5.333694597289468,1.1650041279691628,29.97577272727273,17.61514524207012,5.528949720818347,1.0501445252855437,19.247954545454547,12.367404993048988
KEGG_Wnt_signaling_Main_Pathway,2.999208947738628,0.5385603635620126,20.38266981132076,3.385571945184323,2.9874932478434926,0.5793441678122633,20.602066037735856,3.2141823716921265,3.0050499096133105,0.6390067674917942,16.61300943396226,4.083102916984031,4.289756312153899,0.7219280347461103,20.490188679245282,12.035179722011039,3.4491794502163056,0.7417830404935966,12.6365,9.895070670686344
KEGG_alpha_Linolenic_acid_metabolism_Main_Pathway,3.546441469988814,1.2823218414223547,27.86205,3.764531427336107,4.224290633436047,1.5950729458175403,22.081099999999992,3.0563324038836184,5.728221732266141,1.5800520864355114,21.382450000000002,4.735900792253327,10.1211789229983,1.5993235147781861,37.929500000000004,21.688624329547928,9.106775751186882,1.6106638979406338,19.799349999999997,14.683043494382437
KEGG_beta_Alanine_metabolism_Main_Pathway,5.226309004763452,1.0489339762738141,21.322320000000005,4.506335234861883,5.215077279600549,1.2280678132219136,19.510440000000003,3.5175291960959356,6.47831127996713,1.5480740846276755,15.22252,4.799561615917024,6.077951752255473,1.08846718548327,23.126360000000005,14.775263096023025,5.146324409226406,1.0730919360629063,16.161479999999997,10.695713635256624
KEGG_cAMP_signaling_Main_Pathway,3.4525852673163344,0.7966460450047708,19.573961748633877,2.9735218847661122,3.8251349569336623,0.896763502501189,18.94779234972677,2.6026339440992827,4.002163800095503,0.8908971533018991,19.982879781420767,4.649083161608493,5.158304948805789,0.8453075211949735,20.41264480874317,11.48396708320933,4.090263283415524,0.84803389475464,13.28851366120219,10.375100421139493
KEGG_cGMP_PKG_signaling_Main_Pathway,3.946577367308472,0.7809206279706331,20.210526717557254,3.206159663319079,4.471045954981821,0.9005708243529702,20.450076335877863,2.9853573779099882,4.704969596747933,0.916290612162578,18.910099236641223,4.476401261230428,5.111918612505096,0.879264885501597,19.246251908396943,11.159464807920678,4.060303011766103,0.8842746778228687,13.037801526717557,10.064389151603544
KEGG_mRNA_surveillance_Main_Pathway,6.532830362092942,1.1401827282486068,34.81458823529411,5.343597119314253,5.992969113514559,0.9801076492442463,39.201029411764715,6.024363498956793,5.740951541567716,0.9315970225409576,30.623382352941174,5.967602161002233,4.469196328642928,1.0489417404756936,17.153294117647057,8.86103413068845,4.826170671166499,1.0294840043783926,13.136588235294116,10.529611319749442
KEGG_mTOR_signaling_Main_Pathway,6.503217617489176,0.8586234457197489,35.48845833333335,4.6380782091631305,6.786508216939774,0.872788189780543,41.09527083333334,4.780689009330057,6.552807579642159,0.9259446569911728,31.277270833333343,5.4490987971258225,4.966377309057029,1.0372154778763456,18.088666666666665,10.59244059368496,4.808040212173924,1.0254838748151327,13.305291666666669,9.251028448925204
KEGG_p53_signaling_Main_Pathway,8.05599926023884,0.8421923466227184,40.978113636363624,12.159603832995348,8.493056189578313,0.8326921107563758,41.04272727272726,10.627612206441249,10.075097818719694,0.9559374806378065,31.492272727272734,9.10314036860341,4.4166388161071595,0.951161446447901,18.42070454545454,12.520812381918983,4.65800094278949,0.9946499102517645,14.633886363636366,10.485031061463431
Akt_Pathway_Regulation_by_GH,6.571316214590906,0.8210981537976252,32.33782500000002,4.993857636143509,7.138724935247126,0.7924702536493141,41.914124999999984,6.238276940479133,7.889902028909769,0.8698121881233742,51.74092499999999,11.690447060099435,3.925418483433313,0.9847495030411579,16.886525,10.085451325742303,4.528164291691331,0.9757036646274372,13.136425,9.914544912507122
Angiotensin-PTK2B_Pathway,2.481475009596636,0.49810459207503893,17.7177,2.8428419915955194,2.9092615739912757,0.510781449345785,23.2599,3.3354986921806167,3.1620077514338627,0.536443762436805,38.8515,9.699126488202973,3.736125305889154,0.7353780210902375,20.125799999999998,12.594998498047461,3.677654367149903,0.7096389732397079,12.517900000000001,9.298968918999227
CCR3_Pathway_in_Eosinophils,5.739252159300388,0.8008550208427264,33.09958333333334,7.341866913123848,5.786082900373479,0.7680826496159909,31.80775,6.390993306161485,5.507673064879816,0.7856905130193604,29.347033333333332,8.737352260057033,5.959611155883148,1.137588106898148,22.969216666666664,13.423589973360347,4.994068106462804,1.08040582204188,15.232900000000004,11.773266710721064
CD16_Pathway_in_Natural_Killer_cells,8.429459466794848,0.8349916339012619,38.85549999999999,10.452810291534286,8.600536205798521,0.6827372596882684,37.90554999999999,9.60896722529095,8.3330352254476,0.7462241651510876,37.2351,10.344247061127712,4.763067835210042,1.1630391428182048,22.584100000000003,16.75353481402353,5.3531221465732735,1.1853528097211288,17.0923,11.922143325474657
CDC42_Pathway,8.66291016538651,0.9226728654115249,35.274343750000014,7.600616787252167,8.514146153538098,0.7970265608290804,34.666593750000004,6.496174900507592,8.472463365331482,0.9001644652387333,32.47140625,10.022618978721763,4.592585413480518,1.1112846398892493,21.196625,13.101547364496955,5.191074773398943,1.1470801918810398,17.68378125,14.06684398926121
CDK5_Pathway_in_Central_Nervous_System,3.4548920939109147,0.5410256625575002,30.988103448275865,5.375110205146056,3.7361541868004604,0.5987956499554797,32.620724137931035,4.7335835891934295,3.5762710394121004,0.5851452534576388,31.64486206896551,7.421468943001852,3.251736215456782,0.6766868859249738,18.845793103448276,11.972686585801315,3.5056720607608307,0.7360706219114954,15.562310344827583,13.92871251682036
CDK5_Signaling_in_Neurons,7.570705842754311,0.9177199112008639,28.037566666666674,4.789946162528348,7.874608979332307,0.9001800645134523,30.790133333333326,5.303361651872014,7.8850794985949575,0.919352742109829,23.024900000000002,5.974286455630513,4.21659761124311,0.934929156346566,15.353366666666666,11.103207050497064,4.635401415501464,1.0143294645003005,11.351633333333334,9.074095785216015
CXC_Chemokine_Receptor_Pathway,5.5130123141235945,0.910183718906972,32.53927777777779,5.18086061820483,5.57497175154897,0.9896689486881175,33.39135185185185,4.655142145627302,5.840996357304871,0.9953980143373942,33.646833333333326,8.14847121620573,4.642478309362349,0.9870569800395543,18.829333333333334,11.605692448876168,4.362707358415843,0.9719739312704906,13.811166666666667,11.416895651708007
Calcium2+_Signaling,3.0294568622027285,0.48694602769580925,29.510357142857142,7.266681558428767,3.4754187524687934,0.47831464642585725,35.117571428571424,10.141003692168063,3.1562851926142166,0.4660383416428796,36.361142857142845,9.643001920811058,3.437827178713285,0.7891899413430249,14.467142857142857,8.813559322033898,3.6699907046650604,0.8248113888165011,11.474928571428574,8.171113801206477
Cell_Adhesion_Regulated_by_CDHs,9.865611856952999,1.2627188786841972,29.21808333333333,7.316801882047853,9.43903799956631,1.0244969274578182,26.171694444444444,5.907298312668031,9.117077612061658,1.1524129515150598,25.969277777777776,8.1960076095628,5.87647623004358,1.152828044992426,27.898972222222223,17.53332134608637,5.744009072727634,1.2432488151679753,20.467722222222225,14.389512289431444
Cell_Migration_Adhesion_and_Angiogenesis_driven_by_MMIF,1.9996911390082408,1.1626871229704374,24.380000000000003,3.0832951293927944,2.855885673374413,1.1488312149888416,24.24125,3.4060093857134826,3.477083496103862,0.6930597200701158,26.544999999999998,7.634015874841826,2.6008668087632465,0.7240997217255261,18.284,9.126484975541578,2.677240830944177,0.48424178432186243,18.24675,12.737696335078532
Chemokine_Ligand_2_Signaling,8.757613683961452,1.0138478494840755,32.529809523809526,7.733154624377245,8.889514752000855,0.803909509199078,30.53242857142856,6.726777922673332,8.733002034297591,0.9085295597613363,29.997999999999994,8.218244152916498,5.636850583624879,1.1452320148682897,22.39214285714286,17.699499768515906,5.575763292659753,1.2097263314475353,17.25895238095238,11.98062937987571
Chemotaxis_Driven_by_C5a,4.837392810902867,0.7969141006930165,31.274648648648657,6.210782814051474,5.127091059604663,0.8309783981429284,29.990324324324312,5.464464351579861,5.433422153353829,0.9024319805251405,29.15229729729729,9.542934290721817,5.44727068001468,1.0657949600088144,23.94762162162163,13.710866416607868,4.8828296956807,1.0704032701616946,16.558567567567568,12.295192836415154
Chemotaxis_Driven_by_CCL2,7.043632632054275,0.8917627508990517,37.317555555555565,9.434658714231462,6.802238790971037,0.8212321997811952,36.16124444444445,8.398242168851914,6.529163720836456,0.8612379087519559,39.276599999999995,15.876289678440473,5.3375397503923665,1.0509122119748733,19.776000000000003,11.629961473923021,4.8172726265279815,1.0822966978202755,15.55364444444445,11.89342858308071
Chemotaxis_Driven_by_CCR4,4.57636361231202,0.8948777711586563,34.91773333333333,6.582861078538205,4.571437035364105,1.053183853208696,29.794377777777775,4.844906630318793,5.336449497846797,1.0781178031893255,33.32302222222223,9.599266645157655,5.41757654375805,1.0099520918673506,19.742488888888886,10.526245946371843,4.417217016733114,0.9977073155959831,14.371644444444446,11.240180197716938
Chemotaxis_Driven_by_IL-8_and_LTB4,6.863643019233427,0.9504015851590986,39.58094,9.38283820559259,7.044835269569421,0.8901967168701999,35.93042,8.288336626637982,6.770084094092597,0.8869306983957255,34.46662,11.774523267810414,5.6098180010308205,1.0966271124652434,20.98604,12.943240059455155,4.887264133641172,1.0629005953780069,16.347920000000002,12.04412172078247
Chemotaxis_of_Immune_Cells_During_Allergic_Asthma_and_Eczema_Driven_by_CCR4,4.64849832614356,0.907857920008752,35.0458,6.804601579452194,4.623217830427083,1.0643787032124292,30.02688888888889,5.071074074963671,5.387035743233374,1.0878244841191214,33.4234888888889,9.699982651619365,5.546153104723148,1.0350656076587952,19.757511111111107,10.596794340036418,4.537087369804424,1.0186515290923635,14.419955555555557,11.199443564226563
Cytoskeleton_Reorganization,5.695425077599482,0.934559254277575,24.809126315789477,4.109606262856323,6.06120715752267,0.8791560320531766,27.393010526315788,4.61780364660015,5.837970717157778,0.887349473474915,25.101578947368424,5.599357752151313,4.830501889750135,0.9896649944549113,20.062957894736847,12.050799748612501,4.56789435161713,1.0071775272335386,13.857599999999998,10.680725120236772
Development_of_Immune_Synapse,5.975811607972109,1.0421038204427748,35.12584302325581,6.073611632745466,6.26801700650486,1.0175947023428773,32.517406976744184,5.078612797173625,6.795856618933812,1.0917237794256693,39.59555813953488,11.71701420042175,5.657775775619715,1.0774691720982414,19.100860465116277,10.181528108732783,5.170212041502256,1.0845719298969754,14.200598837209299,10.739586131814674
Ephrin-B_Pathway,5.7739895970381525,0.8737994421434888,34.176151898734176,7.434613636579544,5.7045639396341805,0.8496371590396599,33.08198734177214,6.076528663808761,5.4536442004078465,0.8392352067807032,27.714468354430377,8.709147089967296,4.905791803063022,0.9155319958852968,22.44518354430379,14.289077556164685,4.256291621074931,0.9246330716173796,15.705683544303797,11.53398659332753
Ephrin-mediated_Signaling_Events_During_Cell_Adhesion,2.87757476259724,0.5575105738162532,17.35804545454545,2.6614577289547308,2.8610113779190702,0.6645812129687892,17.89697727272727,2.5060202698595706,3.10881068572882,0.7293875917415996,21.204750000000004,5.258530657839786,5.003670054150267,0.7894403900452326,21.784681818181813,13.145204975979963,3.7842392840672443,0.8093237139558664,13.60393181818182,10.022856358253742
Extracellular_Matrix_Remodeling_during_Adhesion,2.211067431214168,0.7039284307168898,14.577663492063493,2.7035554947826475,2.5870876386368935,0.954069954459834,14.468415873015875,2.3816670285941344,3.083006354985385,0.878791251534288,12.43643968253968,3.3292508179973774,5.803980553313353,0.8622353623500421,22.59046825396825,14.753140848592,3.8655717357031056,0.8135467553974535,13.784979365079364,9.514120759636503
FAK_Pathway,4.278626851805929,0.6640279943016264,24.361156250000008,3.8040846880073476,4.680703690393682,0.7327494641330112,27.29934375,3.9069771810231555,5.330958114749238,0.8509717373219264,29.476312500000002,6.40369812035524,4.027757540725732,0.94237657908658,17.049937499999995,8.467758456925397,4.236424750016111,0.9159394402816189,14.016203125000006,10.824406884376698
FCGR3A-mediated_phagocytosis,9.82030828017802,1.026592069868728,43.03682608695652,13.451438914912615,9.957278080300952,0.8618253739916427,44.33195652173912,11.020364710103886,10.51256038510646,1.0050874107184975,49.25565217391305,17.374154396372056,5.600356123849391,1.3153643006683038,28.86765217391304,17.148686902080705,5.543681799790626,1.2670377321751325,20.491260869565224,14.674623092108137
FGF2_Signaling_in_Epithelial–mesenchymal_transition,4.406873797550107,0.58556506256981,23.670500000000004,3.609380837291573,4.2938264818912035,0.46011731378361465,26.426666666666673,4.0123081906150055,5.525745124397569,0.5741919978958451,25.05983333333333,5.953562222582982,2.859002961959869,0.7639652341077091,16.396166666666666,10.177843530799311,3.575938522022291,0.6978723550281355,15.7455,11.88249943400498
FGFR_Signaling,6.345203678111979,0.9048094674050374,20.16935294117647,3.2931305833299187,6.538800755020795,0.9421294978494201,21.758901960784314,3.349611960157359,6.533944196846669,1.0486667787061417,25.64282352941176,6.5007993128295665,4.352969519126695,1.0680869318936963,15.87509803921568,8.426343002730967,4.784546304904414,1.0199321370295016,13.725999999999999,10.455593011741195
FN1_Influence_on_Cell_Motility_via_Integrins,8.836355277953567,0.9886392300877682,31.48316666666668,8.619039188774845,9.009435066813412,0.8482637837504484,30.022499999999994,8.220312685388848,8.178395517722333,0.9050812902649485,28.789399999999997,9.972219912988056,4.929342786908637,1.190240822494011,20.074566666666666,12.508998988457611,5.338627851113396,1.1714549508245053,15.89873333333333,11.141837311543112
GNAQ_Signaling_Events,2.7079432010305164,0.31742667023354537,23.818500000000004,4.6414895793750555,3.2782252945494252,0.39180781908522366,32.101000000000006,6.595373109796188,3.048452288277114,0.3785852738817655,29.63925,10.325960571182211,2.951545349559982,0.7399267272408608,14.95375,9.594424438794743,2.7325644818589625,0.5832815603044775,11.762625,7.222316028612655
Gamma-Aminobutyric_Acid_A_Receptor_Pathway,6.782774504429004,0.6603259989912522,47.865538461538456,17.06829490407772,7.386487822740727,0.6773654310649849,55.367615384615384,16.884528319590896,7.179578144293837,0.7255067318573912,49.51738461538462,27.980301133597614,4.952212229566831,1.0543669397192592,15.565153846153844,7.7796445954986195,4.794072243838441,1.1433552606419533,13.214076923076922,9.03322325522696
HMGB1_signaling_through_RAGE,5.209325917215423,0.8275259441799114,30.796292682926833,4.769113215108443,5.967165090748706,0.9127268881721269,29.694634146341453,4.465926894051799,6.307350200408659,0.8979906214592323,27.00714634146341,6.784688186063268,4.627551572724787,1.0471151980173192,20.99878048780488,11.84265004656179,4.795295926986924,1.0412625763447123,15.868219512195123,11.817691379911649
ICOS_signaling_in_T-helper_cells,5.3202878730994785,1.115735625869824,40.02891666666667,4.504814324714408,5.991002192783227,1.0731293477951176,39.89366666666667,4.544392223944624,6.204236415955561,0.9793743635575981,42.656083333333335,11.699633381484395,5.1620261454922645,1.1419380660267917,25.246750000000002,12.66384654291005,5.451965037172267,1.0006944774365967,16.470666666666666,13.128919119991496
